date,crime_type,count
01/04/2018,Robbery,15
01/04/2018,Theft,63
01/04/2018,Theft from Vehicle,28
01/04/2018,Theft of Vehicle,25
01/04/2018,Vehicle Recovery,1
01/04/2018,Weapons Offense,3
01/04/2019,Arson,1
01/04/2019,Assault,60
01/04/2019,Breaking & Entering,24
01/04/2019,Disorder,4
01/04/2019,Drugs,20
01/04/2019,Family Offense,1
01/04/2019,Liquor,1
01/04/2019,Property Crime,33
01/04/2019,Robbery,2
01/04/2019,Theft,63
01/04/2019,Theft from Vehicle,22
01/04/2019,Theft of Vehicle,13
01/04/2019,Vehicle Recovery,1
01/04/2019,Weapons Offense,4
01/04/2020,Assault,70
01/04/2020,Breaking & Entering,17
01/04/2020,Disorder,3
01/04/2020,Drugs,6
01/04/2020,Homicide,2
01/04/2020,Property Crime,35
01/04/2020,Robbery,11
01/04/2020,Theft,72
01/04/2020,Theft from Vehicle,21
01/04/2020,Theft of Vehicle,15
01/04/2020,Traffic,2
01/04/2020,Weapons Offense,5
01/04/2021,Assault,66
01/04/2021,Breaking & Entering,11
01/04/2021,Disorder,13
01/04/2021,Drugs,8
01/04/2021,Family Offense,3
01/04/2021,Homicide,2
01/04/2021,Kidnapping,1
01/04/2021,Property Crime,27
01/04/2021,Robbery,8
01/04/2021,Theft,56
01/04/2021,Theft from Vehicle,17
01/04/2021,Theft of Vehicle,23
01/04/2021,Traffic,1
01/04/2021,Vehicle Recovery,2
01/04/2021,Weapons Offense,6
01/04/2022,Assault,59
01/04/2022,Breaking & Entering,13
01/04/2022,Disorder,5
01/04/2022,Drugs,8
01/04/2022,Family Offense,3
01/04/2022,Property Crime,46
01/04/2022,Robbery,1
01/04/2022,Theft,47
01/04/2022,Theft from Vehicle,24
01/04/2022,Theft of Vehicle,25
01/04/2022,Traffic,1
01/04/2022,Vehicle Recovery,2
01/04/2022,Weapons Offense,7
01/05/2002,Theft,1
01/05/2004,Theft,1
01/05/2005,Assault,1
01/05/2005,Property Crime,1
01/05/2005,Robbery,1
01/05/2005,Theft,2
01/05/2006,Assault,69
01/05/2006,Breaking & Entering,53
01/05/2006,Disorder,3
01/05/2006,Drugs,14
01/05/2006,Homicide,1
01/05/2006,Property Crime,50
01/05/2006,Robbery,21
01/05/2006,Theft,54
01/05/2006,Theft from Vehicle,40
01/05/2006,Theft of Vehicle,13
01/05/2006,Vehicle Recovery,1
01/05/2006,Weapons Offense,5
01/05/2007,Assault,69
01/05/2007,Breaking & Entering,50
01/05/2007,Disorder,2
01/05/2007,Drugs,23
01/05/2007,Homicide,3
01/05/2007,Kidnapping,1
01/05/2007,Property Crime,40
01/05/2007,Robbery,23
01/05/2007,Theft,65
01/05/2007,Theft from Vehicle,31
01/05/2007,Theft of Vehicle,25
01/05/2007,Vehicle Recovery,1
01/05/2007,Weapons Offense,3
01/05/2008,Arson,2
01/05/2008,Assault,73
01/05/2008,Breaking & Entering,34
01/05/2008,Disorder,2
01/05/2008,Drugs,18
01/05/2008,Family Offense,1
01/05/2008,Homicide,1
01/05/2008,Kidnapping,1
01/05/2008,Property Crime,61
01/05/2008,Robbery,15
01/05/2008,Theft,62
01/05/2008,Theft from Vehicle,27
01/05/2008,Theft of Vehicle,17
01/05/2008,Traffic,1
01/05/2008,Vehicle Recovery,3
01/05/2008,Weapons Offense,1
01/05/2009,Arson,1
01/05/2009,Assault,64
01/05/2009,Breaking & Entering,49
01/05/2009,Drugs,9
01/05/2009,Family Offense,1
01/05/2009,Property Crime,35
01/05/2009,Robbery,14
01/05/2009,Theft,55
01/05/2009,Theft from Vehicle,28
01/05/2009,Theft of Vehicle,9
01/05/2009,Traffic,1
01/05/2009,Weapons Offense,2
01/05/2010,Assault,61
01/05/2010,Breaking & Entering,31
01/05/2010,Drugs,25
01/05/2010,Property Crime,26
01/05/2010,Robbery,3
01/05/2010,Theft,49
01/05/2010,Theft from Vehicle,15
01/05/2010,Theft of Vehicle,8
01/05/2010,Traffic,4
01/05/2010,Vehicle Recovery,1
01/05/2010,Weapons Offense,6
01/05/2011,Arson,1
01/05/2011,Assault,96
01/05/2011,Breaking & Entering,41
01/05/2011,Disorder,3
01/05/2011,Drugs,18
01/05/2011,Family Offense,2
01/05/2011,Property Crime,28
01/05/2011,Robbery,11
01/05/2011,Theft,63
01/05/2011,Theft from Vehicle,16
01/05/2011,Theft of Vehicle,7
01/05/2011,Traffic,2
01/05/2011,Vehicle Recovery,1
01/05/2011,Weapons Offense,3
01/05/2012,Arson,1
01/05/2012,Assault,84
01/05/2012,Breaking & Entering,40
01/05/2012,Disorder,4
01/05/2012,Drugs,30
01/05/2012,Family Offense,1
01/05/2012,Kidnapping,1
01/05/2012,Property Crime,34
01/05/2012,Robbery,11
01/05/2012,Theft,58
01/05/2012,Theft from Vehicle,12
01/05/2012,Theft of Vehicle,10
01/05/2012,Traffic,3
01/05/2012,Vehicle Recovery,1
01/05/2012,Weapons Offense,6
01/05/2013,Arson,1
01/05/2013,Assault,87
01/05/2013,Breaking & Entering,33
01/05/2013,Disorder,1
01/05/2013,Drugs,19
01/05/2013,Family Offense,2
01/05/2013,Liquor,2
01/05/2013,Property Crime,44
01/05/2013,Robbery,11
01/05/2013,Theft,58
01/05/2013,Theft from Vehicle,22
01/05/2013,Theft of Vehicle,8
01/05/2013,Traffic,4
01/05/2013,Vehicle Recovery,1
01/05/2013,Weapons Offense,5
01/05/2014,Arson,2
01/05/2014,Assault,59
01/05/2014,Breaking & Entering,14
01/05/2014,Disorder,3
01/05/2014,Drugs,5
01/05/2014,Property Crime,21
01/05/2014,Robbery,10
01/05/2014,Theft,38
01/05/2014,Theft from Vehicle,16
01/05/2014,Theft of Vehicle,6
01/05/2014,Traffic,6
01/05/2014,Weapons Offense,1
01/05/2015,Arson,3
01/05/2015,Assault,67
01/05/2015,Breaking & Entering,30
01/05/2015,Disorder,2
01/05/2015,Drugs,8
01/05/2015,Family Offense,2
01/05/2015,Property Crime,33
01/05/2015,Robbery,7
01/05/2015,Theft,66
01/05/2015,Theft from Vehicle,13
01/05/2015,Theft of Vehicle,3
01/05/2015,Weapons Offense,3
01/05/2016,Arson,1
01/05/2016,Assault,62
01/05/2016,Breaking & Entering,34
01/05/2016,Disorder,4
01/05/2016,Drugs,18
01/05/2016,Liquor,2
01/05/2016,Property Crime,22
01/05/2016,Robbery,7
01/05/2016,Theft,58
01/05/2016,Theft from Vehicle,8
01/05/2016,Theft of Vehicle,17
01/05/2016,Traffic,1
01/05/2016,Weapons Offense,5
01/05/2017,Arson,2
01/05/2017,Assault,65
01/05/2017,Breaking & Entering,21
01/05/2017,Disorder,2
01/05/2017,Drugs,7
01/05/2017,Property Crime,24
01/05/2017,Robbery,11
01/05/2017,Theft,55
01/05/2017,Theft from Vehicle,19
01/05/2017,Theft of Vehicle,13
01/05/2017,Vehicle Recovery,3
01/05/2017,Weapons Offense,2
01/05/2018,Arson,1
01/05/2018,Assault,61
01/05/2018,Breaking & Entering,22
01/05/2018,Disorder,5
01/05/2018,Drugs,13
01/05/2018,Property Crime,30
01/05/2018,Robbery,10
01/05/2018,Theft,59
01/05/2018,Theft from Vehicle,22
01/05/2018,Theft of Vehicle,22
01/05/2018,Traffic,2
01/05/2018,Vehicle Recovery,1
01/05/2018,Weapons Offense,3
01/05/2019,Arson,1
01/05/2019,Assault,68
01/05/2019,Breaking & Entering,19
01/05/2019,Disorder,7
01/05/2019,Drugs,8
01/05/2019,Family Offense,1
01/05/2019,Homicide,2
01/05/2019,Kidnapping,1
01/05/2019,Property Crime,30
01/05/2019,Robbery,12
01/05/2019,Theft,61
01/05/2019,Theft from Vehicle,20
01/05/2019,Theft of Vehicle,19
01/05/2019,Traffic,2
01/05/2019,Vehicle Recovery,3
01/05/2019,Weapons Offense,5
01/05/2020,Arson,2
01/05/2020,Assault,73
01/05/2020,Breaking & Entering,7
01/05/2020,Disorder,3
01/05/2020,Drugs,7
01/05/2020,Property Crime,30
01/05/2020,Robbery,6
01/05/2020,Theft,51
01/05/2020,Theft from Vehicle,13
01/05/2020,Theft of Vehicle,8
01/05/2020,Traffic,3
01/05/2020,Vehicle Recovery,1
01/05/2020,Weapons Offense,2
01/05/2021,Assault,66
01/05/2021,Breaking & Entering,17
01/05/2021,Disorder,5
01/05/2021,Drugs,11
01/05/2021,Family Offense,2
01/05/2021,Homicide,2
01/05/2021,Kidnapping,2
01/05/2021,Property Crime,55
01/05/2021,Robbery,4
01/05/2021,Theft,50
01/05/2021,Theft from Vehicle,26
01/05/2021,Theft of Vehicle,23
01/05/2021,Traffic,1
01/05/2021,Weapons Offense,12
01/05/2022,Assault,56
01/05/2022,Breaking & Entering,17
01/05/2022,Disorder,5
01/05/2022,Drugs,12
01/05/2022,Family Offense,2
01/05/2022,Homicide,2
01/05/2022,Property Crime,25
01/05/2022,Robbery,10
01/05/2022,Theft,46
01/05/2022,Theft from Vehicle,31
01/05/2022,Theft of Vehicle,29
01/05/2022,Traffic,3
01/05/2022,Weapons Offense,9
01/06/2003,Theft,1
01/06/2005,Theft,1
01/06/2005,Theft from Vehicle,1
01/06/2005,Theft of Vehicle,1
01/06/2006,Arson,1
01/06/2006,Assault,69
01/06/2006,Breaking & Entering,54
01/06/2006,Drugs,14
01/06/2006,Homicide,1
01/06/2006,Kidnapping,1
01/06/2006,Property Crime,49
01/06/2006,Robbery,24
01/06/2006,Theft,59
01/06/2006,Theft from Vehicle,35
01/06/2006,Theft of Vehicle,18
01/06/2006,Vehicle Recovery,1
01/06/2006,Weapons Offense,5
01/06/2007,Arson,1
01/06/2007,Assault,89
01/06/2007,Breaking & Entering,31
01/06/2007,Drugs,21
01/06/2007,Family Offense,1
01/06/2007,Homicide,1
01/06/2007,Kidnapping,1
01/06/2007,Property Crime,43
01/06/2007,Robbery,23
01/06/2007,Theft,46
01/06/2007,Theft from Vehicle,37
01/06/2007,Theft of Vehicle,21
01/06/2007,Traffic,2
01/06/2007,Vehicle Recovery,2
01/06/2007,Weapons Offense,3
01/06/2008,Assault,86
01/06/2008,Breaking & Entering,23
01/06/2008,Drugs,9
01/06/2008,Family Offense,1
01/06/2008,Kidnapping,1
01/06/2008,Property Crime,46
01/06/2008,Robbery,7
01/06/2008,Theft,42
01/06/2008,Theft from Vehicle,31
01/06/2008,Theft of Vehicle,14
01/06/2008,Traffic,5
01/06/2008,Weapons Offense,1
01/06/2009,Arson,2
01/06/2009,Assault,54
01/06/2009,Breaking & Entering,40
01/06/2009,Disorder,3
01/06/2009,Drugs,18
01/06/2009,Family Offense,5
01/06/2009,Property Crime,30
01/06/2009,Robbery,5
01/06/2009,Theft,55
01/06/2009,Theft from Vehicle,18
01/06/2009,Theft of Vehicle,9
01/06/2009,Traffic,1
01/06/2009,Vehicle Recovery,1
01/06/2009,Weapons Offense,1
01/06/2010,Arson,1
01/06/2010,Assault,65
01/06/2010,Breaking & Entering,27
01/06/2010,Drugs,26
01/06/2010,Family Offense,1
01/06/2010,Kidnapping,1
01/06/2010,Property Crime,20
01/06/2010,Robbery,10
01/06/2010,Theft,44
01/06/2010,Theft from Vehicle,12
01/06/2010,Theft of Vehicle,11
01/06/2010,Traffic,3
01/06/2010,Weapons Offense,4
01/06/2011,Arson,1
01/06/2011,Assault,76
01/06/2011,Breaking & Entering,34
01/06/2011,Disorder,3
01/06/2011,Drugs,20
01/06/2011,Family Offense,2
01/06/2011,Property Crime,29
01/06/2011,Robbery,5
01/06/2011,Theft,48
01/06/2011,Theft from Vehicle,17
01/06/2011,Theft of Vehicle,5
01/06/2011,Traffic,1
01/06/2011,Weapons Offense,4
01/06/2012,Arson,1
01/06/2012,Assault,76
01/06/2012,Breaking & Entering,35
01/06/2012,Disorder,7
01/06/2012,Drugs,28
01/06/2012,Family Offense,1
01/06/2012,Liquor,1
01/06/2012,Property Crime,42
01/06/2012,Robbery,7
01/06/2012,Theft,66
01/06/2012,Theft from Vehicle,10
01/06/2012,Theft of Vehicle,12
01/06/2012,Traffic,2
01/06/2012,Weapons Offense,4
01/06/2013,Arson,3
01/06/2013,Assault,71
01/06/2013,Breaking & Entering,32
01/06/2013,Drugs,15
01/06/2013,Family Offense,1
01/06/2013,Property Crime,30
01/06/2013,Robbery,8
01/06/2013,Theft,47
01/06/2013,Theft from Vehicle,10
01/06/2013,Theft of Vehicle,3
01/06/2013,Traffic,2
01/06/2013,Weapons Offense,3
01/06/2014,Arson,1
01/06/2014,Assault,51
01/06/2014,Breaking & Entering,35
01/06/2014,Disorder,5
01/06/2014,Drugs,12
01/06/2014,Family Offense,2
01/06/2014,Homicide,1
01/06/2014,Property Crime,32
01/06/2014,Robbery,5
01/06/2014,Theft,61
01/06/2014,Theft from Vehicle,13
01/06/2014,Theft of Vehicle,9
01/06/2014,Traffic,3
01/06/2014,Weapons Offense,1
01/06/2015,Assault,63
01/06/2015,Breaking & Entering,31
01/06/2015,Disorder,2
01/06/2015,Drugs,15
01/06/2015,Kidnapping,2
01/06/2015,Property Crime,36
01/06/2015,Robbery,14
01/06/2015,Theft,49
01/06/2015,Theft from Vehicle,19
01/06/2015,Theft of Vehicle,6
01/06/2015,Traffic,2
01/06/2015,Vehicle Recovery,1
01/06/2015,Weapons Offense,4
01/06/2016,Assault,59
01/06/2016,Breaking & Entering,30
01/06/2016,Disorder,4
01/06/2016,Drugs,13
01/06/2016,Family Offense,3
01/06/2016,Liquor,2
01/06/2016,Property Crime,27
01/06/2016,Robbery,6
01/06/2016,Theft,38
01/06/2016,Theft from Vehicle,15
01/06/2016,Theft of Vehicle,10
01/06/2016,Traffic,4
01/06/2016,Vehicle Recovery,1
01/06/2016,Weapons Offense,2
01/06/2017,Arson,2
01/06/2017,Assault,53
01/06/2017,Breaking & Entering,20
01/06/2017,Disorder,3
01/06/2017,Drugs,8
01/06/2017,Kidnapping,1
01/06/2017,Liquor,1
01/06/2017,Property Crime,16
01/06/2017,Robbery,6
01/06/2017,Theft,46
01/06/2017,Theft from Vehicle,12
01/06/2017,Theft of Vehicle,11
01/06/2017,Traffic,2
01/06/2017,Weapons Offense,3
01/06/2018,Assault,60
01/06/2018,Breaking & Entering,19
01/06/2018,Disorder,2
01/06/2018,Drugs,11
01/06/2018,Family Offense,2
01/06/2018,Homicide,1
01/06/2018,Kidnapping,1
01/06/2018,Liquor,2
01/06/2018,Property Crime,28
01/06/2018,Robbery,10
01/06/2018,Theft,63
01/06/2018,Theft from Vehicle,23
01/06/2018,Theft of Vehicle,17
01/06/2018,Traffic,2
01/06/2018,Vehicle Recovery,3
01/06/2018,Weapons Offense,1
01/06/2019,Assault,83
01/06/2019,Breaking & Entering,12
01/06/2019,Disorder,8
01/06/2019,Drugs,12
01/06/2019,Family Offense,2
01/06/2019,Kidnapping,1
01/06/2019,Property Crime,34
01/06/2019,Robbery,6
01/06/2019,Theft,53
01/06/2019,Theft from Vehicle,15
01/06/2019,Theft of Vehicle,4
01/06/2019,Traffic,5
01/06/2019,Vehicle Recovery,1
01/06/2019,Weapons Offense,3
01/06/2020,Assault,59
01/06/2020,Breaking & Entering,21
01/06/2020,Disorder,3
01/06/2020,Drugs,15
01/06/2020,Property Crime,29
01/06/2020,Robbery,5
01/06/2020,Theft,61
01/06/2020,Theft from Vehicle,15
01/06/2020,Theft of Vehicle,12
01/06/2020,Traffic,2
01/06/2020,Vehicle Recovery,2
01/06/2020,Weapons Offense,4
01/06/2021,Arson,1
01/06/2021,Assault,68
01/06/2021,Breaking & Entering,9
01/06/2021,Disorder,3
01/06/2021,Drugs,8
01/06/2021,Family Offense,1
01/06/2021,Liquor,1
01/06/2021,Property Crime,28
01/06/2021,Robbery,3
01/06/2021,Theft,47
01/06/2021,Theft from Vehicle,16
01/06/2021,Theft of Vehicle,11
01/06/2021,Vehicle Recovery,1
01/06/2021,Weapons Offense,9
01/06/2022,Arson,1
01/06/2022,Assault,36
01/06/2022,Breaking & Entering,9
01/06/2022,Disorder,1
01/06/2022,Drugs,7
01/06/2022,Family Offense,1
01/06/2022,Property Crime,28
01/06/2022,Robbery,8
01/06/2022,Theft,37
01/06/2022,Theft from Vehicle,12
01/06/2022,Theft of Vehicle,21
01/06/2022,Traffic,1
01/06/2022,Vehicle Recovery,1
01/06/2022,Weapons Offense,8
01/07/2002,Disorder,1
01/07/2005,Theft,3
01/07/2006,Assault,88
01/07/2006,Breaking & Entering,36
01/07/2006,Disorder,1
01/07/2006,Drugs,13
01/07/2006,Homicide,1
01/07/2006,Kidnapping,1
01/07/2006,Property Crime,53
01/07/2006,Robbery,16
01/07/2006,Theft,50
01/07/2006,Theft from Vehicle,32
01/07/2006,Theft of Vehicle,12
01/07/2006,Vehicle Recovery,4
01/07/2006,Weapons Offense,5
01/07/2007,Assault,74
01/07/2007,Breaking & Entering,30
01/07/2007,Drugs,16
01/07/2007,Family Offense,1
01/07/2007,Kidnapping,2
01/07/2007,Property Crime,36
01/07/2007,Robbery,21
01/07/2007,Theft,48
01/07/2007,Theft from Vehicle,15
01/07/2007,Theft of Vehicle,23
01/07/2007,Weapons Offense,1
01/07/2008,Assault,94
01/07/2008,Breaking & Entering,55
01/07/2008,Drugs,7
01/07/2008,Kidnapping,1
01/07/2008,Property Crime,44
01/07/2008,Robbery,12
01/07/2008,Theft,71
01/07/2008,Theft from Vehicle,48
01/07/2008,Theft of Vehicle,15
01/07/2008,Vehicle Recovery,1
01/07/2008,Weapons Offense,4
01/07/2009,Assault,79
01/07/2009,Breaking & Entering,45
01/07/2009,Disorder,3
01/07/2009,Drugs,20
01/07/2009,Family Offense,2
01/07/2009,Property Crime,31
01/07/2009,Robbery,18
01/07/2009,Theft,58
01/07/2009,Theft from Vehicle,8
01/07/2009,Theft of Vehicle,15
01/07/2009,Traffic,3
01/07/2009,Weapons Offense,5
01/07/2010,Assault,66
01/07/2010,Breaking & Entering,22
01/07/2010,Disorder,1
01/07/2010,Drugs,14
01/07/2010,Family Offense,1
01/07/2010,Homicide,1
01/07/2010,Property Crime,29
01/07/2010,Robbery,5
01/07/2010,Theft,40
01/07/2010,Theft from Vehicle,11
01/07/2010,Theft of Vehicle,14
01/07/2010,Traffic,1
01/07/2010,Weapons Offense,2
01/07/2011,Arson,1
01/07/2011,Assault,81
01/07/2011,Breaking & Entering,43
01/07/2011,Disorder,5
01/07/2011,Drugs,25
01/07/2011,Family Offense,1
01/07/2011,Property Crime,34
01/07/2011,Robbery,8
01/07/2011,Theft,47
01/07/2011,Theft from Vehicle,27
01/07/2011,Theft of Vehicle,11
01/07/2011,Traffic,1
01/07/2011,Vehicle Recovery,1
01/07/2011,Weapons Offense,6
01/07/2012,Assault,81
01/07/2012,Breaking & Entering,26
01/07/2012,Drugs,22
01/07/2012,Family Offense,1
01/07/2012,Homicide,1
01/07/2012,Liquor,1
01/07/2012,Property Crime,36
01/07/2012,Robbery,12
01/07/2012,Theft,58
01/07/2012,Theft from Vehicle,12
01/07/2012,Theft of Vehicle,11
01/07/2012,Traffic,4
01/07/2012,Vehicle Recovery,1
01/07/2012,Weapons Offense,5
01/07/2013,Assault,69
01/07/2013,Breaking & Entering,37
01/07/2013,Disorder,5
01/07/2013,Drugs,15
01/07/2013,Family Offense,1
01/07/2013,Property Crime,48
01/07/2013,Robbery,7
01/07/2013,Theft,69
01/07/2013,Theft from Vehicle,9
01/07/2013,Theft of Vehicle,13
01/07/2013,Traffic,2
01/07/2013,Weapons Offense,6
01/07/2014,Assault,61
01/07/2014,Breaking & Entering,17
01/07/2014,Disorder,5
01/07/2014,Drugs,20
01/07/2014,Family Offense,3
01/07/2014,Liquor,3
01/07/2014,Property Crime,26
01/07/2014,Robbery,8
01/07/2014,Theft,56
01/07/2014,Theft from Vehicle,12
01/07/2014,Theft of Vehicle,7
01/07/2014,Vehicle Recovery,1
01/07/2014,Weapons Offense,5
01/07/2015,Assault,65
01/07/2015,Breaking & Entering,23
01/07/2015,Disorder,6
01/07/2015,Drugs,12
01/07/2015,Family Offense,3
01/07/2015,Property Crime,25
01/07/2015,Robbery,5
01/07/2015,Theft,68
01/07/2015,Theft from Vehicle,18
01/07/2015,Theft of Vehicle,4
01/07/2015,Traffic,3
01/07/2015,Weapons Offense,2
01/07/2016,Assault,53
01/07/2016,Breaking & Entering,32
01/07/2016,Disorder,5
01/07/2016,Drugs,16
01/07/2016,Family Offense,1
01/07/2016,Homicide,1
01/07/2016,Kidnapping,1
01/07/2016,Property Crime,18
01/07/2016,Robbery,10
01/07/2016,Theft,44
01/07/2016,Theft from Vehicle,13
01/07/2016,Theft of Vehicle,7
01/07/2016,Weapons Offense,3
01/07/2017,Arson,1
01/07/2017,Assault,60
01/07/2017,Breaking & Entering,17
01/07/2017,Disorder,4
01/07/2017,Drugs,11
01/07/2017,Property Crime,30
01/07/2017,Robbery,10
01/07/2017,Theft,39
01/07/2017,Theft from Vehicle,20
01/07/2017,Theft of Vehicle,22
01/07/2017,Traffic,1
01/07/2017,Vehicle Recovery,1
01/07/2017,Weapons Offense,2
01/07/2018,Assault,72
01/07/2018,Breaking & Entering,21
01/07/2018,Disorder,1
01/07/2018,Drugs,6
01/07/2018,Family Offense,4
01/07/2018,Homicide,1
01/07/2018,Property Crime,31
01/07/2018,Robbery,11
01/07/2018,Theft,45
01/07/2018,Theft from Vehicle,19
01/07/2018,Theft of Vehicle,10
01/07/2018,Traffic,1
01/07/2019,Assault,75
01/07/2019,Breaking & Entering,31
01/07/2019,Disorder,3
01/07/2019,Drugs,9
01/07/2019,Family Offense,2
01/07/2019,Homicide,1
01/07/2019,Liquor,1
01/07/2019,Property Crime,51
01/07/2019,Robbery,5
01/07/2019,Theft,49
01/07/2019,Theft from Vehicle,26
01/07/2019,Theft of Vehicle,9
01/07/2019,Traffic,2
01/07/2019,Weapons Offense,3
01/07/2020,Arson,1
01/07/2020,Assault,65
01/07/2020,Breaking & Entering,18
01/07/2020,Disorder,7
01/07/2020,Drugs,13
01/07/2020,Liquor,1
01/07/2020,Property Crime,21
01/07/2020,Robbery,9
01/07/2020,Theft,48
01/07/2020,Theft from Vehicle,15
01/07/2020,Theft of Vehicle,13
01/07/2020,Traffic,1
01/07/2020,Vehicle Recovery,1
01/07/2020,Weapons Offense,5
01/07/2021,Assault,41
01/07/2021,Breaking & Entering,11
01/07/2021,Disorder,3
01/07/2021,Drugs,9
01/07/2021,Family Offense,2
01/07/2021,Property Crime,20
01/07/2021,Robbery,4
01/07/2021,Theft,60
01/07/2021,Theft from Vehicle,27
01/07/2021,Theft of Vehicle,10
01/07/2021,Vehicle Recovery,1
01/07/2021,Weapons Offense,3
01/07/2022,Assault,49
01/07/2022,Breaking & Entering,10
01/07/2022,Disorder,4
01/07/2022,Drugs,12
01/07/2022,Family Offense,2
01/07/2022,Kidnapping,1
01/07/2022,Property Crime,32
01/07/2022,Robbery,7
01/07/2022,Theft,45
01/07/2022,Theft from Vehicle,26
01/07/2022,Theft of Vehicle,20
01/07/2022,Traffic,3
01/07/2022,Vehicle Recovery,1
01/07/2022,Weapons Offense,8
01/08/2002,Theft,1
01/08/2003,Theft from Vehicle,1
01/08/2004,Theft,1
01/08/2005,Theft from Vehicle,1
01/08/2005,Theft of Vehicle,1
01/08/2006,Assault,83
01/08/2006,Breaking & Entering,27
01/08/2006,Drugs,14
01/08/2006,Kidnapping,1
01/08/2006,Property Crime,56
01/08/2006,Robbery,22
01/08/2006,Theft,49
01/08/2006,Theft from Vehicle,30
01/08/2006,Theft of Vehicle,20
01/08/2006,Vehicle Recovery,2
01/08/2006,Weapons Offense,3
01/08/2007,Assault,71
01/08/2007,Breaking & Entering,39
01/08/2007,Disorder,2
01/08/2007,Drugs,23
01/08/2007,Homicide,1
01/08/2007,Property Crime,39
01/08/2007,Robbery,7
01/08/2007,Theft,52
01/08/2007,Theft from Vehicle,19
01/08/2007,Theft of Vehicle,24
01/08/2007,Traffic,1
01/08/2007,Vehicle Recovery,3
01/08/2007,Weapons Offense,1
01/08/2008,Assault,59
01/08/2008,Breaking & Entering,56
01/08/2008,Drugs,20
01/08/2008,Family Offense,1
01/08/2008,Property Crime,36
01/08/2008,Robbery,9
01/08/2008,Theft,51
01/08/2008,Theft from Vehicle,23
01/08/2008,Theft of Vehicle,19
01/08/2008,Traffic,2
01/08/2008,Weapons Offense,1
01/08/2009,Arson,1
01/08/2009,Assault,82
01/08/2009,Breaking & Entering,35
01/08/2009,Drugs,21
01/08/2009,Family Offense,1
01/08/2009,Property Crime,39
01/08/2009,Robbery,9
01/08/2009,Theft,45
01/08/2009,Theft from Vehicle,21
01/08/2009,Theft of Vehicle,9
01/08/2009,Vehicle Recovery,2
01/08/2009,Weapons Offense,3
01/08/2010,Assault,54
01/08/2010,Breaking & Entering,37
01/08/2010,Disorder,3
01/08/2010,Drugs,10
01/08/2010,Family Offense,2
01/08/2010,Property Crime,24
01/08/2010,Robbery,11
01/08/2010,Theft,47
01/08/2010,Theft from Vehicle,13
01/08/2010,Theft of Vehicle,16
01/08/2010,Traffic,2
01/08/2010,Vehicle Recovery,1
01/08/2010,Weapons Offense,1
01/08/2011,Assault,70
01/08/2011,Breaking & Entering,28
01/08/2011,Disorder,1
01/08/2011,Drugs,17
01/08/2011,Family Offense,2
01/08/2011,Liquor,2
01/08/2011,Property Crime,23
01/08/2011,Robbery,8
01/08/2011,Theft,39
01/08/2011,Theft from Vehicle,14
01/08/2011,Theft of Vehicle,3
01/08/2011,Traffic,4
01/08/2011,Vehicle Recovery,1
01/08/2012,Assault,87
01/08/2012,Breaking & Entering,18
01/08/2012,Drugs,9
01/08/2012,Family Offense,1
01/08/2012,Property Crime,32
01/08/2012,Robbery,11
01/08/2012,Theft,65
01/08/2012,Theft from Vehicle,15
01/08/2012,Theft of Vehicle,10
01/08/2012,Traffic,1
01/08/2012,Vehicle Recovery,2
01/08/2012,Weapons Offense,7
01/08/2013,Arson,4
01/08/2013,Assault,87
01/08/2013,Breaking & Entering,37
01/08/2013,Disorder,4
01/08/2013,Drugs,16
01/08/2013,Family Offense,3
01/08/2013,Property Crime,38
01/08/2013,Robbery,4
01/08/2013,Theft,56
01/08/2013,Theft from Vehicle,11
01/08/2013,Theft of Vehicle,5
01/08/2013,Traffic,1
01/08/2013,Weapons Offense,2
01/08/2014,Arson,1
01/08/2014,Assault,67
01/08/2014,Breaking & Entering,27
01/08/2014,Disorder,4
01/08/2014,Drugs,14
01/08/2014,Property Crime,36
01/08/2014,Robbery,12
01/08/2014,Theft,44
01/08/2014,Theft from Vehicle,15
01/08/2014,Theft of Vehicle,7
